epsilon,Average Cost,Cost variance,Average Time
0.0,703.8922177718642,1.2924697071141057e-26,0.002172498703
0.1,704.6528766062708,45.6896618380985,0.00206027984619
0.2,705.2593083850803,128.65080567746108,0.00204750061035
0.30000000000000004,709.9611837675835,289.5783988732152,0.00201110363007
0.4,718.3104450055342,828.2578882923892,0.00203459739685
0.5,719.0624601025092,1013.9354402039653,0.00220518112183
0.6000000000000001,729.6279094959698,1533.716771714083,0.00248094081879
0.7000000000000001,739.9494132438191,2559.194782724321,0.00206580162048
0.8,745.7053359651206,3179.090547388035,0.00209449768066
0.9,761.1916701103199,3797.830570658669,0.00211152076721
1.0,770.9330310270773,4987.799124615611,0.00210187911987
1.1,789.327415768082,5312.999360122356,0.00213468074799
1.2000000000000002,799.9588385454822,13169.889268464827,0.00199292182922
1.3,852.5037307036307,6864.122351200414,0.00173375606537
1.4000000000000001,845.9812270448413,8984.298992172908,0.00166076183319
1.5,896.2898592718839,22614.74690123312,0.00169350147247
1.6,853.0313740804311,15463.772613859635,0.00166651725769
1.7000000000000002,897.591960844034,17771.599264435703,0.00169157981873
1.8,934.1007506303898,24058.287202887972,0.00166386127472
1.9000000000000001,963.2370953237954,19357.87717461133,0.00170154094696
2.0,1021.929700858786,37979.57710820265,0.00173098087311
