epsilon,Average Cost,Cost variance,Average Time
epsilon,Average Cost,Cost variance,Average Time
0.0,711.3524908107436,0.0,0.000992140769958
0.1,713.1361630675716,43.520971293457826,0.000998139381409
0.2,714.195222995206,142.5820669751365,0.000995497703552
0.30000000000000004,719.9469186198501,291.8655738715103,0.00101094245911
0.4,727.4793008503349,838.669773149478,0.000993218421936
0.5,730.5432619194888,1049.9688490580816,0.000996642112732
0.6000000000000001,737.5277914090643,1581.237509936291,0.000997462272644
0.7000000000000001,748.740567105668,2426.7510958317894,0.00100224018097
0.8,756.1021244306462,3378.948620672815,0.000999240875244
0.9,772.6589328064223,3954.766644783122,0.000997099876404
1.0,779.6582152473508,4875.87485529517,0.0010175037384
1.1,799.9275451952022,5822.003147565428,0.00100193977356
1.2000000000000002,808.3471314283994,13247.846552868443,0.000995259284973
1.3,866.4266428955158,7511.433701435136,0.000994281768799
1.4000000000000001,854.3244899761089,9307.087340889551,0.0009938621521
1.5,905.7342518378715,22759.08500604915,0.00100121974945
1.6,865.4435614649238,15865.33443128423,0.000993599891663
1.7000000000000002,903.2688219270158,17213.637198644665,0.00102605819702
1.8,942.9376648626253,24986.932867621254,0.000999717712402
1.9000000000000001,970.4129323914703,19357.12087144786,0.00100244045258
2.0,1031.2850289924402,37060.63973560721,0.000997619628906
